chroma_id,movie_id,page_content,genres,director,title,year,doc_type
,1056,"What is a tragic love story set in the Victorian era that explores themes of class struggle, societal norms, and the consequences of a non-traditional family arrangement?",Drama,Michael Winterbottom,Jude,1996,full_plot_semantic_query
,1056,What is a film about a man's struggle against societal norms and his tragic love for his cousin in the Victorian era?,Drama,Michael Winterbottom,Jude,1996,summary_semantic_query
,1057,"What musical film explores the romantic entanglements of an upper-class family across New York, Paris, and Venice?",Comedy|Musical|Romance,Woody Allen,Everyone Says I Love You,1996,full_plot_semantic_query
,1057,What romantic musical comedy explores the complexities of love and family dynamics in an upper-class Manhattan setting?,Comedy|Musical|Romance,Woody Allen,Everyone Says I Love You,1996,summary_semantic_query
,1059,"What movie features a tragic love story between two young lovers from rival families, leading to their untimely deaths due to a series of misunderstandings and family conflicts?",Drama|Romance,Baz Luhrmann,William Shakespeare's Romeo + Juliet,1996,full_plot_semantic_query
,1059,What movie features young lovers from feuding families whose secret marriage leads to tragedy and ultimately their deaths?,Drama|Romance,Baz Luhrmann,William Shakespeare's Romeo + Juliet,1996,summary_semantic_query
,1060,What movie features a struggling comedian in Los Angeles trying to move on from a breakup while navigating the dating scene with the help of his friends?,Comedy|Drama,Doug Liman,Swingers,1996,full_plot_semantic_query
,1060,What movie features a struggling comedian dealing with heartbreak and finding new love while navigating the nightlife in Los Angeles?,Comedy|Drama,Doug Liman,Swingers,1996,summary_semantic_query
,1061,What movie features childhood friends who seek revenge on the guards that abused them while they were in a juvenile facility?,Thriller,Barry Levinson,Sleepers,1996,full_plot_semantic_query
,1061,What movie features childhood friends who seek revenge after enduring abuse in a reform school?,Thriller,Barry Levinson,Sleepers,1996,summary_semantic_query
,1062,"What movie features a dying teenager who kidnaps his wealthy oncologist to visit a sacred lake, leading them both to reflect on their lives?",Drama,Michael Cimino,The Sunchaser,1996,full_plot_semantic_query
,1062,What movie features a terminally ill teenager who kidnaps his doctor to seek a sacred place for self-discovery?,Drama,Michael Cimino,The Sunchaser,1996,summary_semantic_query
,1063,What movie features a hustler trying to celebrate his birthday on Christmas while facing violence and betrayal from someone he trusts?,Drama,Scott Silver,Johns,1996,full_plot_semantic_query
,1063,What movie features a hustler struggling to survive on the streets while dealing with betrayal and a complicated relationship with a fellow hustler?,Drama,Scott Silver,Johns,1996,summary_semantic_query
,1064,"What animated movie features a character reuniting with his long-lost father, who is the leader of a group of thieves, while trying to protect a wedding from a raid?",Animation|Children|Comedy,Tad Stones,Aladdin and the King of Thieves,1996,full_plot_semantic_query
,1064,What animated adventure film features a character discovering his father's secret identity as the King of Thieves while preparing for his wedding?,Animation|Children|Comedy,Tad Stones,Aladdin and the King of Thieves,1996,summary_semantic_query
,1065,"What movie features a detective investigating the murder of a woman, revealing conflicting perspectives from her acquaintances about her character and relationships?",Mystery,Anthony Asquith,The Woman in Question,1950,full_plot_semantic_query
,1065,What crime drama explores the murder of a woman through conflicting testimonies and reveals themes of jealousy and perception?,Mystery,Anthony Asquith,The Woman in Question,1950,summary_semantic_query
,1066,Is there a romantic musical where a ballet dancer falls in love with a tap dancer and they fake a marriage for publicity?,Comedy|Musical|Romance,Mark Sandrich,Shall We Dance,1937,full_plot_semantic_query
,1066,What romantic comedy features a ballet dancer trying to win over a tap dancer while navigating misunderstandings and a false marriage announcement?,Comedy|Musical|Romance,Mark Sandrich,Shall We Dance,1937,summary_semantic_query
,1068,What murder mystery involves a police investigator uncovering the truth among a group of soldiers through flashbacks?,Crime|Film-Noir,Edward Dmytryk,Crossfire,1947,full_plot_semantic_query
,1068,"What movie involves a police investigation into a soldier's murder, revealing different perspectives and themes of prejudice in a post-World War II setting?",Crime|Film-Noir,Edward Dmytryk,Crossfire,1947,summary_semantic_query
,1069,"What film features a private detective who becomes embroiled in a murder case involving a missing woman, a jewel heist, and a love interest while navigating deception and danger?",Film-Noir|Thriller,Edward Dmytryk,"Murder, My Sweet",1944,full_plot_semantic_query
,1069,"What film features a private detective navigating a web of deceit involving a missing woman, a violent confrontation, and themes of betrayal and obsession?",Film-Noir|Thriller,Edward Dmytryk,"Murder, My Sweet",1944,summary_semantic_query
,1070,"What film features a cynical ex-serviceman, a sultry nightclub singer, and a corrupt casino owner in a tense cat-and-mouse game involving stolen diamonds and undercover police?",Adventure,"Josef von Sternberg, Nicholas Ray",Macao,1952,full_plot_semantic_query
,1070,"What crime thriller features a cynical ex-serviceman, a nightclub singer, and a dangerous game involving stolen diamonds in a corrupt port city?",Adventure,"Josef von Sternberg, Nicholas Ray",Macao,1952,summary_semantic_query
,1073,What movie features a poor boy who wins a factory tour and a lifetime supply of chocolate after finding a hidden ticket in a candy bar?,Children|Comedy|Fantasy|Musical,Mel Stuart,Willy Wonka & the Chocolate Factory,1971,full_plot_semantic_query
,1073,What movie features a poor boy who wins a contest to visit a magical chocolate factory and learns valuable lessons about morality and family?,Children|Comedy|Fantasy|Musical,Mel Stuart,Willy Wonka & the Chocolate Factory,1971,summary_semantic_query
,1076,What psychological horror film features a governess who becomes convinced that the children in her care are possessed by the spirits of their deceased guardians?,Drama|Horror|Thriller,Jack Clayton,The Innocents,1961,full_plot_semantic_query
,1076,What psychological horror film features a governess who believes two children are possessed by the spirits of their deceased caretakers?,Drama|Horror|Thriller,Jack Clayton,The Innocents,1961,summary_semantic_query
,1077,What is a comedy that explores themes of love and identity in a dystopian future where a man is cryogenically frozen and later becomes involved in a rebellion?,Comedy|Sci-Fi,Woody Allen,Sleeper,1973,full_plot_semantic_query
,1077,What is a comedy about a jazz musician who is cryogenically frozen and wakes up in a dystopian future where he becomes a spy and falls in love?,Comedy|Sci-Fi,Woody Allen,Sleeper,1973,summary_semantic_query
,1078,What is a comedy about a neurotic man who becomes accidentally involved in a revolution and ends up as the president of a fictional banana republic?,Comedy|War,Woody Allen,Bananas,1971,full_plot_semantic_query
,1078,"What is a comedy that involves a man getting caught up in a revolution and unexpectedly becoming President, only to face absurd legal troubles afterward?",Comedy|War,Woody Allen,Bananas,1971,summary_semantic_query
,1080,What is a comedy about a man mistaken for a Messiah while trying to escape Roman oppression and dealing with misguided followers?,Adventure|Comedy,Terry Jones,Monty Python's Life of Brian,1979,full_plot_semantic_query
,1080,What is a comedy that satirizes mistaken identity and religious fervor in a historical setting?,Adventure|Comedy,Terry Jones,Monty Python's Life of Brian,1979,summary_semantic_query
,1082,What political drama explores the journey of an idealistic candidate who struggles with his message and media perception during an unwinnable election?,Drama,Michael Ritchie,The Candidate,1972,full_plot_semantic_query
,1082,What movie features a young political candidate struggling between his ideals and the pressures of a campaign during a California election?,Drama,Michael Ritchie,The Candidate,1972,summary_semantic_query
,1083,"What movie features a comedic race from New York to Paris with a heroic driver, a villainous rival, and a love story between the competitors?",Comedy|Musical,Blake Edwards,The Great Race,1965,full_plot_semantic_query
,1083,What is a comedic adventure film about a cross-continental car race featuring a charming hero and a melodramatic villain with elements of romance and sabotage?,Comedy|Musical,Blake Edwards,The Great Race,1965,summary_semantic_query
,1084,"What movie features a crime duo during the Great Depression who escalate from small-time heists to violent bank robberies, facing conflicts with law enforcement and internal gang tensions?",Crime|Drama,Arthur Penn,Bonnie and Clyde,1967,full_plot_semantic_query
,1084,What crime drama features a couple who turn to bank robbery during the Great Depression and face tragic consequences?,Crime|Drama,Arthur Penn,Bonnie and Clyde,1967,summary_semantic_query
,1085,"What movie features an elderly fisherman who struggles for three days to catch a giant marlin, symbolizing a test of his courage and worth?",Adventure|Drama,John Sturges,The Old Man and the Sea,1958,full_plot_semantic_query
,1085,What movie features an elderly fisherman battling a giant marlin while exploring themes of perseverance and the human spirit?,Adventure|Drama,John Sturges,The Old Man and the Sea,1958,summary_semantic_query
,1086,"What movie features a husband plotting to murder his wife by blackmailing a criminal, only for the plan to unravel due to unexpected events?",Mystery|Thriller,Alfred Hitchcock,Dial M for Murder,1954,full_plot_semantic_query
,1086,"What is a suspenseful movie about a husband plotting to murder his wife due to her affair, but things go wrong when she defends herself?",Mystery|Thriller,Alfred Hitchcock,Dial M for Murder,1954,summary_semantic_query
,1088,What movie features a young woman who learns to dance while navigating a summer romance and family conflicts at a resort?,Drama|Musical|Romance,Emile Ardolino,Dirty Dancing,1987,full_plot_semantic_query
,1088,What romantic drama features a young woman who learns about class differences while helping her dance partner during a summer vacation?,Drama|Musical|Romance,Emile Ardolino,Dirty Dancing,1987,summary_semantic_query
,1089,"What movie features a diamond heist gone wrong, with undercover police and a violent standoff among criminals?",Crime|Drama|Thriller,Quentin Tarantino,Reservoir Dogs,1992,full_plot_semantic_query
,1089,"What movie features a diamond heist gone wrong, where criminals deal with betrayal and moral ambiguity while facing law enforcement?",Crime|Drama|Thriller,Quentin Tarantino,Reservoir Dogs,1992,summary_semantic_query
,1090,"What movie depicts the moral conflicts and brutal realities faced by soldiers during the Vietnam War, including themes of loyalty, betrayal, and the impact of leadership?",Drama|War,Oliver Stone,Platoon,1986,full_plot_semantic_query
,1090,"What war movie explores the moral conflicts and psychological toll on soldiers during the Vietnam War, featuring a struggle between an idealistic sergeant and a cynical staff sergeant?",Drama|War,Oliver Stone,Platoon,1986,summary_semantic_query
,1091,What comedy involves two friends trying to convince party guests that their boss is still alive after discovering he was murdered?,Comedy,Ted Kotcheff,Weekend at Bernie's,1989,full_plot_semantic_query
,1091,What dark comedy involves two men trying to hide their boss's death while enjoying a weekend at his beach house?,Comedy,Ted Kotcheff,Weekend at Bernie's,1989,summary_semantic_query
,1092,What movie features a detective investigating a murder linked to a seductive crime novelist with a history of relationships with murderers?,Mystery|Thriller,Paul Verhoeven,Basic Instinct,1992,full_plot_semantic_query
,1092,What movie features a detective investigating a murder while becoming involved with a seductive crime novelist whose work parallels the case?,Mystery|Thriller,Paul Verhoeven,Basic Instinct,1992,summary_semantic_query
,1093,"What movie depicts the rise and fall of a rock star who struggles with fame, substance abuse, and personal relationships, ultimately leading to his tragic death at a young age?",Drama|Musical,Oliver Stone,The Doors,1991,full_plot_semantic_query
,1093,What biographical drama explores the rise and fall of a rock musician who struggles with fame and substance abuse in the 1960s?,Drama|Musical,Oliver Stone,The Doors,1991,summary_semantic_query
,1094,"What movie features a love story between a man and a transgender woman, intertwined with themes of guilt, betrayal, and IRA conflict?",Drama|Romance|War,Neil Jordan,The Crying Game,1992,full_plot_semantic_query
,1094,"What movie features a love story between an IRA volunteer and a transgender woman, exploring themes of identity and betrayal?",Drama|Romance|War,Neil Jordan,The Crying Game,1992,summary_semantic_query
,1095,What movie features desperate real estate salesmen resorting to deceit and theft to secure valuable leads while facing intense pressure from their boss?,Drama,James Foley,Glengarry Glen Ross,1992,full_plot_semantic_query
,1095,What movie depicts the cutthroat world of real estate salesmen resorting to deceit and betrayal under intense pressure?,Drama,James Foley,Glengarry Glen Ross,1992,summary_semantic_query
,1096,What movie features a Polish immigrant who is haunted by her past in Auschwitz and faces a heartbreaking choice between her children during the Holocaust?,Drama,Alan J. Pakula,Sophie's Choice,1982,full_plot_semantic_query
,1096,What movie features a Holocaust survivor grappling with a traumatic choice about her children while navigating a toxic relationship?,Drama,Alan J. Pakula,Sophie's Choice,1982,summary_semantic_query
,1097,"What movie features a young boy who befriends an alien left behind on Earth and helps it ""phone home"" while experiencing a psychic connection?",Children|Drama|Sci-Fi,Steven Spielberg,E.T. the Extra-Terrestrial,1982,full_plot_semantic_query
,1097,What movie features a young boy who befriends a stranded alien and helps him escape from government agents while exploring themes of friendship and childhood innocence?,Children|Drama|Sci-Fi,Steven Spielberg,E.T. the Extra-Terrestrial,1982,summary_semantic_query
,1100,What movie features a young racer overcoming challenges in NASCAR while developing a rivalry that turns into friendship?,Action|Drama|Romance,Tony Scott,Days of Thunder,1990,full_plot_semantic_query
,1100,"What movie features a young racer transitioning to NASCAR, facing fierce competition, and developing a romantic relationship while overcoming personal challenges?",Action|Drama|Romance,Tony Scott,Days of Thunder,1990,summary_semantic_query
,1101,What movie features a naval aviator who struggles with guilt after the death of his wingman and ultimately redeems himself in a high-stakes aerial battle?,Action|Romance,Tony Scott,Top Gun,1986,full_plot_semantic_query
,1101,What movie features a naval aviator who struggles with guilt after the death of his partner and ultimately finds redemption during a critical mission?,Action|Romance,Tony Scott,Top Gun,1986,summary_semantic_query
,1103,What movie features a troubled teenager who forms a bond with a friend while dealing with family issues and a tragic confrontation with a gang?,Drama,Nicholas Ray,Rebel Without a Cause,1955,full_plot_semantic_query
,1103,"What movie explores teenage rebellion, family struggles, and a tragic rivalry among friends in 1950s America?",Drama,Nicholas Ray,Rebel Without a Cause,1955,summary_semantic_query
,1105,What horror movie features a medical student returning to her hometown to care for her agoraphobic mother while facing a supernatural threat from children?,Horror,Greg Spence,Children of the Corn IV: The Gathering,1996,full_plot_semantic_query
,1105,What horror movie features a medical student returning home to confront a supernatural child preacher linked to mysterious illnesses and murders in her town?,Horror,Greg Spence,Children of the Corn IV: The Gathering,1996,summary_semantic_query
,1113,What movie features a female investment banker who creates a fictional male identity to succeed in a male-dominated corporate world?,Comedy,Donald Petrie,The Associate,1996,full_plot_semantic_query
,1113,What movie features a female investment banker who creates a fictional male identity to overcome discrimination in a competitive workplace?,Comedy,Donald Petrie,The Associate,1996,summary_semantic_query
,1114,"What is a dark crime drama that explores themes of family loyalty, revenge, and the consequences of violence?",Crime|Drama,Abel Ferrara,The Funeral,1996,full_plot_semantic_query
,1114,What dark crime drama explores the themes of family loyalty and the consequences of violence among brothers seeking revenge?,Crime|Drama,Abel Ferrara,The Funeral,1996,summary_semantic_query
,1120,"What movie depicts the rise and fall of a controversial magazine publisher who faces legal battles and personal tragedies, including a shooting that leaves him paralyzed?",Comedy|Drama,Milo Forman,The People vs. Larry Flynt,1996,full_plot_semantic_query
,1120,What movie depicts the rise of a controversial magazine publisher who faces legal battles over free speech while dealing with personal tragedies and addiction?,Comedy|Drama,Milo Forman,The People vs. Larry Flynt,1996,summary_semantic_query
,1124,"What movie features an elderly couple reflecting on life and death while spending summer at their lake cottage, and dealing with family dynamics and estrangement?",Drama,Mark Rydell,On Golden Pond,1981,full_plot_semantic_query
,1124,What movie features an elderly couple dealing with aging and family reconciliation during a summer at their cottage?,Drama,Mark Rydell,On Golden Pond,1981,summary_semantic_query
,1125,What comedy film features a bumbling detective trying to recover a stolen diamond while dealing with a political conspiracy and a mysterious assassin?,Comedy|Crime,Blake Edwards,The Return of the Pink Panther,1975,full_plot_semantic_query
,1125,What comedy film features a bumbling inspector investigating a diamond theft and mistakenly implicating a notorious jewel thief?,Comedy|Crime,Blake Edwards,The Return of the Pink Panther,1975,summary_semantic_query
,1126,What movie features a woman who reconnects with her childhood imaginary friend while dealing with her controlling mother and a troubled marriage?,Comedy|Fantasy,Ate de Jong,Drop Dead Fred,1991,full_plot_semantic_query
,1126,What movie features a woman who reconnects with her childhood imaginary friend to confront her controlling mother and reclaim her identity?,Comedy|Fantasy,Ate de Jong,Drop Dead Fred,1991,summary_semantic_query
,1127,"What underwater sci-fi movie features a SEAL team, a mysterious alien intelligence, and a couple rekindling their love amidst a life-threatening situation?",Action|Adventure|Sci-Fi|Thriller,James Cameron,The Abyss,1989,full_plot_semantic_query
,1127,What movie features a deep-sea mission where a team encounters a non-terrestrial intelligence and explores themes of human conflict and potential for peace?,Action|Adventure|Sci-Fi|Thriller,James Cameron,The Abyss,1989,summary_semantic_query
,1128,What horror movie features a coastal town haunted by vengeful spirits seeking revenge for a century-old betrayal?,Horror,John Carpenter,The Fog,1980,full_plot_semantic_query
,1128,What horror movie features a coastal town haunted by vengeful spirits seeking revenge for a historical betrayal involving a sunken ship?,Horror,John Carpenter,The Fog,1980,summary_semantic_query
,1129,What is a dystopian action movie where a former soldier must rescue a kidnapped president from a crime-ridden Manhattan prison?,Action|Adventure|Sci-Fi|Thriller,John Carpenter,Escape from New York,1981,full_plot_semantic_query
,1129,What dystopian action movie features a soldier forced to rescue a hostage President from a crime lord in a maximum-security prison?,Action|Adventure|Sci-Fi|Thriller,John Carpenter,Escape from New York,1981,summary_semantic_query
,1135,"What movie features a woman from a wealthy background who joins the Army after her husband dies, faces challenges in basic training, and ultimately chooses independence over a controlling fiancé?",Comedy,Howard Zieff,Private Benjamin,1980,full_plot_semantic_query
,1135,What comedy film features a wealthy woman who joins the Army after her husband's death and learns to embrace her independence while facing challenges in Basic Training?,Comedy,Howard Zieff,Private Benjamin,1980,summary_semantic_query
,1136,What is a comedic movie about King Arthur's quest for the Holy Grail that includes absurd encounters with French soldiers and a deadly rabbit?,Comedy,"Terry Jones, Terry Gilliam",Monty Python and the Holy Grail,1975,full_plot_semantic_query
,1136,What is a comedic movie about a king and his knights on a ridiculous quest for the Holy Grail filled with absurd challenges and satirical elements?,Comedy,"Terry Jones, Terry Gilliam",Monty Python and the Holy Grail,1975,summary_semantic_query
,1152,What movie features a police chase involving a clever burglar who uses storm drainage tunnels to escape capture?,Crime|Film-Noir|Thriller,"Alfred L. Werker, Anthony Mann",He Walked by Night,1948,full_plot_semantic_query
,1152,What noir thriller features a cunning criminal who uses his knowledge of police procedures to evade capture after fatally shooting a patrolman?,Crime|Film-Noir|Thriller,"Alfred L. Werker, Anthony Mann",He Walked by Night,1948,summary_semantic_query
,1153,"What film features a convict who escapes prison with his girlfriend, only to become embroiled in a love triangle and a deadly confrontation with a sadistic mobster?",Film-Noir,Anthony Mann,Raw Deal,1948,full_plot_semantic_query
,1153,What noir crime drama features a convict who escapes from prison only to find himself in a love triangle while facing betrayal from a sadistic mobster?,Film-Noir,Anthony Mann,Raw Deal,1948,summary_semantic_query
,1154,What is a film about undercover agents infiltrating a counterfeiting ring that leads to betrayal and tragedy?,Film-Noir,Anthony Mann,T-Men,1947,full_plot_semantic_query
,1154,What is a noir film about undercover agents infiltrating a dangerous counterfeiting ring that explores themes of crime and deception?,Film-Noir,Anthony Mann,T-Men,1947,summary_semantic_query
,1159,What movie features a carnival owner going bankrupt and his daughter seeking help from her sister in New York City?,Romance,Elliott Nugent,Love in Bloom,1935,full_plot_semantic_query
,1159,What movie features a daughter traveling to New York to help her financially struggling sister and includes themes of family and ambition in the context of a carnival?,Romance,Elliott Nugent,Love in Bloom,1935,summary_semantic_query
,1162,"What movie features a paranoid schizophrenic who believes he is Jesus Christ and later thinks he is Jack the Ripper, leading to a series of darkly comedic and violent events?",Comedy|Drama,Peter Medak,The Ruling Class,1972,full_plot_semantic_query
,1162,What darkly comedic film explores the themes of madness and power through the story of a paranoid schizophrenic who believes he is both Jesus Christ and Jack the Ripper?,Comedy|Drama,Peter Medak,The Ruling Class,1972,summary_semantic_query
,1167,What comedy features a con artist who finds redemption by answering letters to God while trying to avoid jail?,Comedy,Garry Marshall,Dear God,1996,full_plot_semantic_query
,1167,What comedy features a con artist who finds redemption by answering letters to God while trying to avoid jail time?,Comedy,Garry Marshall,Dear God,1996,summary_semantic_query
,1168,What movie features a man who becomes a werewolf and struggles to protect his family from his own violent nature?,Action|Adventure|Horror,Eric Red,Bad Moon,1996,full_plot_semantic_query
,1168,What horror movie features a man who transforms into a werewolf and faces off against his family's dog?,Action|Adventure|Horror,Eric Red,Bad Moon,1996,summary_semantic_query
,1171,What political satire film explores a senatorial race involving a conservative country singer and a scandal that boosts his campaign?,Comedy,Tim Robbins,Bob Roberts,1992,full_plot_semantic_query
,1171,What political satire film explores the rise of a controversial candidate during a senatorial race and includes themes of media manipulation and deception?,Comedy,Tim Robbins,Bob Roberts,1992,summary_semantic_query
,1177,What movie features four women escaping their unhappy marriages to find rejuvenation in a beautiful Italian castle?,Drama|Romance,Mike Newell,Enchanted April,1992,full_plot_semantic_query
,1177,What romantic drama features four women escaping their unhappy marriages for a rejuvenating holiday in a medieval Italian castle?,Drama|Romance,Mike Newell,Enchanted April,1992,summary_semantic_query
,1178,What film depicts the moral dilemmas faced by a military lawyer defending soldiers unjustly accused of cowardice during World War I?,Drama|War,Stanley Kubrick,Paths of Glory,1957,full_plot_semantic_query
,1178,"What film depicts the moral dilemmas of war and military injustice during World War I, focusing on a failed suicide mission and a farcical court-martial?",Drama|War,Stanley Kubrick,Paths of Glory,1957,summary_semantic_query
,1179,"What movie features a mother and son involved in con artistry, with themes of betrayal and a deadly confrontation?",Crime|Drama|Film-Noir,Stephen Frears,The Grifters,1990,full_plot_semantic_query
,1179,"What crime drama explores the complex relationships and betrayals between a mother, her son, and his manipulative girlfriend in the world of con artists?",Crime|Drama|Film-Noir,Stephen Frears,The Grifters,1990,summary_semantic_query
,1180,What movie features a nightclub owner trying to revive his business by searching for a legendary singer who disappeared to avoid taxes?,Comedy,Peter Chelsom,Hear My Song,1991,full_plot_semantic_query
,1180,What is a comedy about a nightclub owner trying to find a famous singer while dealing with deception and romantic complications?,Comedy,Peter Chelsom,Hear My Song,1991,summary_semantic_query
,1183,What is a war drama that explores a forbidden love affair set against the backdrop of World War II?,Drama|Romance|War,Anthony Minghella,The English Patient,1996,full_plot_semantic_query
,1183,"What is a romantic drama that explores themes of love and loss during World War II, featuring a nurse caring for a burned man who reflects on his tragic affair in the Sahara?",Drama|Romance|War,Anthony Minghella,The English Patient,1996,summary_semantic_query
,1185,What movie features a character with cerebral palsy who discovers his talent for painting and faces family struggles while seeking love and acceptance?,Drama,Jim Sheridan,My Left Foot,1989,full_plot_semantic_query
,1185,What is a drama about a man with cerebral palsy who uses art to express himself and overcome family struggles?,Drama,Jim Sheridan,My Left Foot,1989,summary_semantic_query
,1186,What movie features a woman who explores her sexual dissatisfaction and makes a videotape with an old friend while dealing with her unfaithful husband?,Drama,Steven Soderbergh,"Sex, Lies, and Videotape",1989,full_plot_semantic_query
,1186,What movie explores the emotional disconnection in a troubled marriage and features a character who interviews women about their sexual experiences?,Drama,Steven Soderbergh,"Sex, Lies, and Videotape",1989,summary_semantic_query
,1187,What movie features a paralyzed soap opera actress who struggles with self-pity until a nurse helps her find a heartfelt connection?,Drama,John Sayles,Passion Fish,1992,full_plot_semantic_query
,1187,What movie features a paralyzed actress who forms a deep bond with her nurse while dealing with personal struggles and healing?,Drama,John Sayles,Passion Fish,1992,summary_semantic_query
,1188,What movie features a ballroom dancer who defies tradition to pursue his unique style while facing pressure from a dance federation?,Comedy|Romance,Baz Luhrmann,Strictly Ballroom,1992,full_plot_semantic_query
,1188,What movie features a dancer who rebels against traditional ballroom dance rules while preparing for a major competition with an unconventional partner?,Comedy|Romance,Baz Luhrmann,Strictly Ballroom,1992,summary_semantic_query
,1191,What documentary captures the behind-the-scenes struggles and emotional challenges of a famous pop star during her concert tour?,Documentary|Musical,Alek Keshishian,Madonna: Truth or Dare,1991,full_plot_semantic_query
,1191,"What documentary captures the emotional journey of a pop icon during a major concert tour, exploring themes of identity and personal relationships?",Documentary|Musical,Alek Keshishian,Madonna: Truth or Dare,1991,summary_semantic_query
,1193,What movie features a rebellious patient in a mental institution who challenges the authority of a strict nurse and tries to help his fellow patients gain confidence?,Comedy|Drama,Milo Forman,One Flew Over the Cuckoo's Nest,1975,full_plot_semantic_query
,1193,"What movie features a rebellious patient in a mental institution who challenges an authoritarian nurse, leading to tragic consequences and themes of individuality and freedom?",Comedy|Drama,Milo Forman,One Flew Over the Cuckoo's Nest,1975,summary_semantic_query
,1197,Can you recommend a fantasy adventure movie where a young woman is kidnapped before her wedding and a masked hero rescues her?,Action|Adventure|Comedy|Fantasy|Romance,Rob Reiner,The Princess Bride,1987,full_plot_semantic_query
,1197,What fantasy adventure features a young woman kidnapped by outlaws and a masked hero who is her presumed dead lover?,Action|Adventure|Comedy|Fantasy|Romance,Rob Reiner,The Princess Bride,1987,summary_semantic_query
,1199,What movie features a government employee who daydreams of saving a woman while navigating a bureaucratic nightmare and ultimately faces treason for trying to help her escape?,Comedy|Fantasy|Romance|Sci-Fi,Terry Gilliam,Brazil,1985,full_plot_semantic_query
,1199,What is a dystopian movie that explores themes of bureaucracy and identity through a character's struggle against an oppressive government?,Comedy|Fantasy|Romance|Sci-Fi,Terry Gilliam,Brazil,1985,summary_semantic_query
,1200,What movie features a female protagonist who battles alien creatures to rescue a young girl while facing betrayal from her employers?,Action|Horror|Sci-Fi|Thriller,James Cameron,Aliens,1986,full_plot_semantic_query
,1200,What movie features a strong female lead battling alien creatures while protecting a young girl and confronting corporate betrayal?,Action|Horror|Sci-Fi|Thriller,James Cameron,Aliens,1986,summary_semantic_query
,1203,What movie features a jury deliberating a murder case where one juror challenges the evidence and biases of the others?,Drama,Sidney Lumet,12 Angry Men,1957,full_plot_semantic_query
,1203,What movie features a jury deliberating a murder case where one juror challenges the evidence and biases of his peers?,Drama,Sidney Lumet,12 Angry Men,1957,summary_semantic_query
,1204,"What film depicts a British officer leading Arab forces during World War I, facing moral dilemmas and the complexities of war?",Adventure|Drama|War,David Lean,Lawrence of Arabia,1962,full_plot_semantic_query
,1204,What historical drama depicts a British officer's transformation while leading an Arab revolt during World War I?,Adventure|Drama|War,David Lean,Lawrence of Arabia,1962,summary_semantic_query
,1207,What film explores themes of racism and innocence through the eyes of children in the 1930s South?,Drama,Robert Mulligan,To Kill a Mockingbird,1962,full_plot_semantic_query
,1207,What movie explores childhood innocence and moral growth against the backdrop of racism and a wrongful trial?,Drama,Robert Mulligan,To Kill a Mockingbird,1962,summary_semantic_query
,1208,What movie features a military officer sent to terminate a rogue colonel who has become a god-like figure during the Vietnam War?,Action|Drama|War,Francis Ford Coppola,Apocalypse Now,1979,full_plot_semantic_query
,1208,What movie depicts a soldier's journey to confront a rogue colonel who has gone mad during the Vietnam War?,Action|Drama|War,Francis Ford Coppola,Apocalypse Now,1979,summary_semantic_query
,1212,What movie features a writer investigating the mysterious death of his friend in a divided postwar city filled with corruption and moral ambiguity?,Film-Noir|Mystery|Thriller,Carol Reed,The Third Man,1949,full_plot_semantic_query
,1212,"What film features a writer investigating his friend's suspicious death in post-war Vienna, uncovering a dark black market scheme?",Film-Noir|Mystery|Thriller,Carol Reed,The Third Man,1949,summary_semantic_query
,1213,"What movie depicts the rise and fall of a mobster involved in drug trafficking and organized crime, ultimately leading to his decision to enter the Witness Protection Program?",Crime|Drama,Martin Scorsese,Goodfellas,1990,full_plot_semantic_query
,1213,"What movie depicts the rise and fall of a young man involved in organized crime, highlighting themes of loyalty and betrayal in 1960s New York?",Crime|Drama,Martin Scorsese,Goodfellas,1990,summary_semantic_query
,1214,What movie features a crew on a space tug who encounter a deadly alien after investigating a distress signal?,Action|Horror|Sci-Fi|Thriller,Ridley Scott,Alien,1979,full_plot_semantic_query
,1214,What sci-fi horror movie features a crew being hunted by an alien after investigating a mysterious transmission?,Action|Horror|Sci-Fi|Thriller,Ridley Scott,Alien,1979,summary_semantic_query
,1217,"What movie features a warlord who descends into madness after dividing his kingdom among his treacherous sons, leading to betrayal and tragic consequences?",Drama|War,"Kurosawa, AkiraAkira Kurosawa",Ran,1985,full_plot_semantic_query
,1217,What historical drama explores the themes of betrayal and the consequences of dividing a kingdom among ambitious sons?,Drama|War,"Kurosawa, AkiraAkira Kurosawa",Ran,1985,summary_semantic_query
,1219,What psychological thriller features a man with a split personality who commits murders out of jealousy?,Horror|Thriller,Alfred Hitchcock,Psycho,1960,full_plot_semantic_query
,1219,What psychological thriller features a character with a split personality and explores themes of identity and madness?,Horror|Thriller,Alfred Hitchcock,Psycho,1960,summary_semantic_query
,1222,"What movie depicts the transformation of a group of Marine recruits during Vietnam War training, focusing on the psychological breakdown of one recruit and the harsh realities of combat?",Drama|War,Stanley Kubrick,Full Metal Jacket,1987,full_plot_semantic_query
,1222,What war movie depicts the brutal training of Marines and explores the psychological impact of combat during the Vietnam War?,Drama|War,Stanley Kubrick,Full Metal Jacket,1987,summary_semantic_query
,1224,"What historical film depicts a young king's campaign to claim the French throne, including themes of betrayal, war, and a pivotal battle against overwhelming odds?",Drama|War,Kenneth Branagh,Henry V,1989,full_plot_semantic_query
